Rank,Book_Title,Author
525,The Turn of the Screw,Henry James
526,Persepolis,Marjane Satrapi
527,Underworld,Don DeLillo
528,Night,Elie Wiesel
529,The Birds,Aristophanes
530,The Day of the Locust,Nathanael West
531,The Life of Lazarillo de Tormes,
532,The Unnamable,Samuel Beckett
533,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder
534,Ada or Ardor,Vladimir Nabokov
535,Seven Against Thebes,Aeschylus
536,The Persians,Aeschylus
537,Rashomon and Seventeen Other Stories,Ryunosuke Akutagawa
538,Ajax,Sophocles
539,Philoctetes,Sophocles
540,Women of Trachis,Sophocles
541,The Shell Seekers,Rosamunde Pilcher
542,The Left Hand Of Darkness,Ursula K. Le Guin
543,Small Island,Andrea Levy
544,We,Yevgeny Zamyatin
545,A Christmas Carol,Charles Dickens
546,Bel Canto,Ann Patchett
547,Pragmatism,Will James
548,The Breakfast of Champions,Kurt Vonnegut
549,The Wasp Factory: A Novel,Iain Banks
550,Phdre,Jean Racine
551,The Tartar Steppe,Dino Buzzati
552,Man's Fate,Andre Malraux
553,Housekeeping,Marilynne Robinson
554,I Capture the Castle,Dodie Smith
555,On Liberty,John Stuart Mill
556,The Great War and Modern Memory,Paul Fussell
557,Regeneration,Pat Barker
558,Kristin Lavransdatter,Sigrid Undset
559,Corelli's Mandolin,Louis de Bernires
560,Joseph and His Brothers,Thomas Mann
561,Sister Carrie,Theodore Dreiser
562,Battle Cry of Freedom,James M. McPherson
563,The Crying of Lot 49,Thomas Pynchon
564,Neuromancer,William Gibson
565,The Poems of John Keats,John Keats
566,Tao Te Ching,Lao Tsu
567,The Thirty-Nine Steps,John Buchan
568,The Collected Stories of Eudora Welty,Eudora Welty
569,Principia Mathematica,Issac Newton
570,Othello,William Shakespeare
571,History of My Life,Giacomo Casanova
572,The Suppliants,Aeschylus
573,Gypsy Ballads,Federico Garc’a Lorca
574,Barabbas,Par Lagerkvist
575,Eugenie Grandet,HonorŽ de Balzac
576,A Good Man Is Hard to Find,Flannery O'Connor
577,The Tale of Peter Rabbit,Beatrix Potter
578,Capitalism and Freedom,Milton Friedman
579,The Princess Bride,William Goldman
580,The Stone Diaries,Carol Shields
581,Parallel Lives,Plutarch
582,The Heart of the Matter,Graham Greene
583,The Power and the Glory,Graham Greene
584,The Last of the Mohicans,James Fenimore Cooper
585,Kolyma Stories,Varlam Shalamov
586,Angle of Repose,Wallace Stegner
587,Discourse on Method,Rene Descartes
588,The Seven Storey Mountain,Thomas Merton
589,My Name Is Aram,William Saroyan
590,The Plot Against America,Philip Roth
591,The Custom of the Country,Edith Wharton
592,Perfume,Patrick Suskind
593,The Wealth of Nations,Adam Smith
594,Wise Blood,Flannery O'Connor
595,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert
596,The Namesake,Jhumpa Lahiri
597,The French Lieutenant's Woman,John Fowles
598,Fear and Trembling,Soren Kierkegaard
599,Arrowsmith,Sinclair Lewis
600,Romeo and Juliet,William Shakespeare
601,The Da Vinci Code,Dan Brown
602,Maus,Art Spiegelman
603,The Woman Warrior: Memoirs of a Girlhood Among Ghosts,Maxine Hong Kingston
604,Fortunata and Jacinta,Benito PŽrez Gald—s
605,Sanctuary,William Faulkner
606,Are You There God? It's Me  Margaret,Judy Blume
607,The Autobiography of Alice B. Toklas,Gertrude Stein
608,The Way We Live Now,Anthony Trollope
609,The City in History,Lewis Mumford
610,American Psycho,Bret Easton Ellis
611,The Nibelungenlied,Anonymous
612,The Bridge on the Drina, Ivo Andri_
613,A Brief History of Time,Stephen Hawking
614,A Supposedly Fun Thing I'll Never Do Again,David Foster Wallace
615,The Day of the Jackal,Frederick Forsyth
616,Barchester Towers,Anthony Trollope
617,The Mismeasure of Man,Stephen Jay Gould
618,Ferdydurke,Witold Gombrowicz
619,Annals,Cornelius Tacitus
620,Six Characters in Search of an Author,Luigi Pirandello
621,Ethics,Baruch de Spinoza
622,The Siege of Krishnapur,J. G. Farrell
623,Summa Theologica,Thomas Aquinas
624,Death Comes for the Archbishop,Willa Cather
625,Tales of the City,Armistead Maupin
626,A Study of History,Arnold J. Toynbee
627,The Kite Runner,Khaled Hosseini
628,The Tipping Point,Malcolm Gladwell
629,Captain Hornblower R.N.: Hornblower and the 'Atropos'  The Happy Return  A Ship of the Line,C S Forester
630,The Giver,Lois Lowry
631,Bouvard et PŽcuchet,Gustave Flaubert
632,Maldoror (Les Chants de Maldoror),Comte de LautrŽamont
633,Bridget Jones's Diary,Helen Fielding
634,Sandman,Neil Gaiman
635,Far from the Madding Crowd,Thomas Hardy
636,A Separate Peace,John Knowles
637,Uncle Silas,Sheridan Le Fanu
638,The Hour of the Star,Clarice Lispector
639,The Master,Colm T—ib’n
640,Another Country,James Baldwin
641,Revolutionary Road,Richard Yates
642,Memoirs From Beyond the Grave,Franois RenŽ De Chateaubriand
643,Los Siete Locos,Roberto Arlt
644,If I Forget Thee  Jerusalem,William Faulkner
645,Jakob Von Gunten,Robert Walser
646,Poems of W. H. Auden,W. H. Auden
647,A Brief History of Seven Killings,Marlon James
648,Poems of Federico Garc’a Lorca,Federico Garc’a Lorca
649,Oxford English Dictionary,Oxford University Press
650,Tinker  Tailor  Soldier Spy,John le CarrŽ
651,Love Medicine,Louise Erdrich
652,Play It As It Lays,Joan Didion
653,The Rime of the Ancient Mariner,Samuel Taylor Coleridge
654,Samuel Johnson,Walter Jackson Bate
655,Apology,Plato
656,The Devil to Pay in the Backlands,Joao Guimaraes Rosa
657,Mourning Becomes Electra,Eugene O'Neill
658,Harry Potter and the Deathly Hallows,J. K Rowling
659,Poems by Machado,Antonio Machado
660,Jesus' Son,Denis Johnson
661,The Naked and the Dead,Norman Mailer
662,Poet in New York,Federico Garc’a Lorca
663,The Poetry of Luis Cernuda,Luis Cernuda
664,The Clouds,Aristophanes
665,Snow Falling on Cedars,David Guterson
666,Charlie And The Chocolate Factory ,Roald Dahl
667,Family Life,Akhil Sharma
668,The Nine Tailors,Dorothy L Sayers
669,Three Trapped Tigers,Guillermo Cabrera Infante
670,The Sorrows of Young Werther,Johann Wolfgang von Goethe
671,The Golden Bough,James George Frazer
672,The Guns of August,Barbara Tuchman
673,My Name is Red,Orhan Pamuk
674,Wings of the Dove,Henry James
675,Way of All Flesh,Samuel Butler
676,New Grub Street: A Novel,George Gissing
677,Adolphe,Benjamin Constant
678,The Stechlin,Theodor Fontane
679,Murphy,Samuel Beckett
680,Sula,Toni Morrison
681,The Notebooks of Malte Laurids Brigge,Rainer Maria Rilke
682,The Quiet American,Graham Greene
683,The White Tiger,Aravind Adiga
684,Effi Briest,Theodor Fontane
685,Do Androids Dream of Electric Sheep?,Philip K. Dick
686,The Country Girls,Edna O'Brien
687,Invisible Cities,Italo Calvino
688,Autobiographies,W. B. Yeats
689,The Devil In The White City,Erik Larson
690,Encyclopedia Britannica,Encyclopedia Britannica
691,We Have Always Lived in the Castle,Shirley Jackson
692,Richard III,William Shakespeare
693,How to be both,Ali Smith
694,Cyrano de Bergerac,Edmond Rostand
695,Civil Disobedience,Henry David Thoreau
696,The Cider House Rules,John Irving
697,Hopscotch,Julio Cort‡zar
698,The Praise of Folly,Erasmus
699,The Far Pavilions,M. M. Kaye
700,Life & Times of Michael K,J M Coetzee
701,ThŽrse Raquin,ƒmile Zola
702,The Outsiders,S. E. Hinton
703,Matilda,Roald Dahl
704,Snow Crash,Neal Stephenson
705,The Magus,John Fowles
706,The Burning Plain and Other Stories,Juan Rulfo
707,A Thousand Splendid Suns,Khaled Hosseini
708,The Overstory,Richard Powers
709,The Color of Water: A Black Man's Tribute to His White Mother,James McBride
710,Scoop,Evelyn Waugh
711,Three Essays on the Theory of Sexuality,Sigmund Freud
712,Poetics,Aristotle
713,Memoirs of a Geisha,Arthur Golden
714,Bury My Heart at Wounded Knee,Dee Alexander Brown
715,The Temple of the Golden Pavilion,Yukio Mishima
716,The Power Broker,Robert Caro
717,The Last Chronicle of Barset,Anthony Trollope
718,Aesop's Fables,Aesop
719,The Betrothed,Alessandro Manzoni
720,Rubaiyat of Omar Khayyam,Edward FitzGerald
721,The Prelude,William Wordsworth
722,Utopia,Thomas More
723,Pygmalion,Bernard Shaw
724,Amongst Women,John McGahern
725,Ender's Game,Orson Scott Card
726,Trojan Women,Euripides
727,The Emperor,Ryszard Kapuscinski
728,The Postman Always Rings Twice,James M. Cain
729,The Unconsoled,Kazuo Ishiguro
730,The Shipyard,Juan Carlos Onetti
731,Peter Pan,J. M. Barrie
732,The Garden of the Finzi-Continis,Giorgio Bassani
733,The Time of the Hero,Mario Vargas Llosa
734,Journals: 1889-1913,AndrŽ Gide
735,The Year of the Death of Ricardo Reis,JosŽ Saramago
736,Haroun and the Sea of Stories,Salman Rushdie
737,Under the Net,Iris Murdoch
738,The Fire Next Time,James Baldwin
739,History,Elsa Morante
740,An American Marriage,Tayari Jones
741,The Inheritance of Loss,Kiran Desai
742,Cancer Ward,Aleksandr Solzhenitsyn
743,The Radetzky March,Joseph Roth
744,Mythology,Edith Hamilton
745,The Code of the Woosters,P. G. Wodehouse
746,The Rainbow,D. H. Lawrence
747,The BFG,Roald Dahl
748,Man's Search for Meaning,Victor Frankl
749,High Fidelity,Nick Hornby
750,Poems of Pablo Neruda,Pablo Neruda
751,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah
752,The Day of the Triffids,John Wyndham
753,The Sonnets,William Shakespeare
754,Ubik,Philip K. Dick
755,The Island of Doctor Moreau,H. G. Wells
756,The Discovery of Heaven,Harry Mulisch
757,The German Lesson,Siegfried Lenz
758,The Immortal Life of Henrietta Lacks,Rebecca Skloot
759,American Gods,Neil Gaiman
760,The Razor's Edge,W. Somerset Maugham
761,The Royal Game,Stefan Zweig
762,Birds of America,Lorrie Moore
763,At Swim Two-Birds,Flann O'Brien
764,Phaedo,Plato
765,The Death of the Heart,Elizabeth Bowen
766,The Joy of Cooking,Irma S. RombauerMarion Rombauer BeckerEthan Becker
767,Lincoln in the Bardo,George Saunders
768,Milkman,Anna Burns
769,The Feast of the Goat: A Novel,Mario Vargas Llosa
770,Fragments,Heraclitus
771,Tristes Tropiques,Claude LŽvi-Strauss
772,Tristan,Gottfried von Strassburg
773,The Witches,Roald Dahl
774,The Sound of the Mountain,Yasunari Kawabata
775,Children of Gebelawi,Naguib Mahfouz
776,Oscar and Lucinda,Peter Carey
777,Woman at Point Zero,Nawal El Saadawi
778,Fingersmith,Sarah Waters
779,The Voyage of the Beagle,Charles Darwin
780,On Writing,Stephen King
781,Outline,Rachel Cusk
782,The Alexandria Quartet,Lawrence Durrell
783,The Secret Garden,Frances Hodgson Burnett
784,Life on the Mississippi,Mark Twain
785,The Souls of Black Folk,W. E. B. Du Bois
786,Salvage the Bones: A Novel,Jesmyn Ward
787,Birdsong,Sebastian Faulks
788,The Importance of Being Earnest,Oscar Wilde
789,Franny and Zooey,J. D. Salinger
790,Shogun,James Clavell
791,The Omnivore's Dilemma,Michael Pollan
792,Don Juan: A Poem,Lord Byron
793,Rameau's Nephew,Denis Diderot
794,The Moon and the Bonfires,Cesare Pavese
795,Little Dorrit,Charles Dickens
796,Casino Royale,Ian Fleming
797,Out Stealing Horses,Per Petterson
798,Home,Marilynne Robinson
799,Station Eleven,Emily St John Mandel
800,Suite Franaise,Irne NŽmirovsky
801,A Mathematician's Apology,G. H. Hardy
802,The Blue Flower,Penelope Fitzgerald
803,The Americans,Robert Frank
804,The Abolition of Man,C. S. Lewis
805,Orthodoxy,G. K. Chesterton
806,The Very Hungry Caterpillar,Eric Carle
807,The Glass Bead Game,Hermann Hesse
808,Witness,Whittaker Chambers
809,The Odes,Horace
810,Like Water For Chocolate,Laura Esquivel
811,Dinner at the Homesick Restaurant,Anne Tyler
812,Elective Affinities,Johann Wolfgang von Goethe
813,Green Henry,Gottfried Keller
814,The Fault in Our Stars,John Green
815,Evicted: Poverty and Profit in the American City,Matthew Desmond
816,Either Or,Soren Kierkegaard
817,Red Dragon,Thomas Harris
818,Paddy Clarke Ha Ha Ha,Roddy Doyle
819,Miss Lonelyhearts,Nathanael West
820,Romance of the Three Kingdoms,Guanzhong Luo
821,First Circle,Aleksandr Solzhenitsyn
822,Kokoro,S_seki Natsume
823,Twice-Told Tales,Nathaniel Hawthorne
824,The Lost Steps,Alejo Carpentier
825,The Go-Between,L. P. Hartley
826,The Go-Between,L. P. Hartley
827,The Collected Stories of William Faulkner,William Faulkner
828,The Constitution of Liberty,Friedrich von Hayek
829,Modern Times,Paul Johnson
830,Capitalism  Socialism  and Democracy,Joseph A. Schumpeter
831,Interpreter of Maladies,Jhumpa Lahiri
832,Farewell  My Lovely: A Novel,Raymond Chandler
833,The Quest for Community,Robert Nisbet
834,The Golden Bowl,Henry James
835,Aspects of the Novel,E. M. Forster
836,Decline and Fall,Evelyn Waugh
837,The Passion,Jeanette Winterson
838,The Secret Agent,Joseph Conrad
839,The Swimming-Pool Library,Alan Hollinghurst
840,The Stories of Raymond Carver,Raymond Carver
841,The Waning of the Middle Ages,Johan Huizinga
842,On the Revolutions of the Heavenly Spheres,Nicolaus Copernicus
843,Roll  Jordan  Roll,Eugene Genovese
844,Sense and Sensibility,Jane Austen
845,Gormenghast,Mervyn Peake
846,Excellent Women,Barbara Pym
847,Titus Groan,Mervyn Peake
848,The Conservative Mind,Russell Kirk
849,A Bright Shining Lie,Neil Sheehan
850,Demon Copperhead,Barbara Kingsolver
851,The Buddha of Suburbia,Hanif Kureishi
852,Mason & Dixon,Thomas Pynchon
853,Hadrian the Seventh,Frederick Rolfe
854,There But For The,Ali Smith
855,Gentlemen Prefer Blondes: The Illuminating Diary of a Professional Lady,Anita Loos
856,Riders of the Purple Sage,Zane Grey
857,The House of the Seven Gables,Nathaniel Hawthorne
858,We Wish to Inform You That Tomorrow We Will Be Killed With Our Families: Stories from Rwanda,Philip Gourevitch
859,Hawksmoor,Peter Ackroyd
860,The Yiddish Policemen's Union,Michael Chabon
861,The Monk,Matthew Lewis
862,The Adventures of Caleb Williams,William Godwin
863,The Sot-Weed Factor,John Barth
864,Little Disturbances,Grace Paley
865,Songs of Innocence and Experience,William Blake
866,Gaudy Night,Dorothy L Sayers
867,The Hardy Boys,Franklin W. Dixon
868,The Mists of Avalon,Marion Zimmer Bradley
869,Billy Lynn's Long Halftime Walk: A Novel,Ben Fountain
870,Life Is a Dream,Pedro Calder—n de la Barca
871,The Fall,Albert Camus
872,Red Harvest,Dashiell Hammett
873,The Marriage Of Cadmus And Harmony,Roberto Calasso
874,A Short History Of Nearly Everything,Bill Bryson
875,Solaris,Stanislaw Lem
876,Children of Crisis,Robert Coles
877,Life  a User's Manual,Georges Perec
878,The Collected Stories of Isaac Babel,Isaac Babel
879,The Flamethrowers: A Novel,Rachel Kushner
880,The Death of Artemio Cruz,Carlos Fuentes
881,The Optimist's Daughter,Eudora Welty
882,The Golden Ass (Metamorphoses): Or Metamorphoses,Apuleius
883,Nadja,AndrŽ Breton
884,Outlander,Diana Gabaldon
885,Into the Wild,Jon Krakauer
886,A Boy's Own Story,Edmund White
887,An Enquiry Concerning Human Understanding,David Hume
888,Remembering Babylon,David Malouf
889,Get Shorty,Elmore Leonard
890,The Open Society,Karl Popper
891,An American Dilemma,Gunnar Myrdal
892,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig
893,The Looming Tower,Lawrence Wright
894,The Clan of the Cave Bear,Jean M. Auel
895,The Silence of the Lambs,Thomas Harris
896,The House at Pooh Corner,A. A Milne
897,Noughts and Crosses,Malorie Blackman
898,The Lady with the Dog,Anton Chekhov
899,Tartuffe,Molire
900,Henry James,Leon Edel
901,Jonathan Strange and Mr Norrell,Susanna Clarke
902,The Theory of the Leisure Class,Thorstein Veblen
903,Uncle Vanya,Anton Chekhov
904,Billy Budd,Herman Melville
905,The Round House,Louise Erdrich
906,The Man Who Mistook His Wife for a Hat,Oliver Sacks
907,The Prophet,Kahlil Gibran
908,Mortals,Norman Rush
909,Hippolytus,Euripides
910,Hawaii,James Albert Michener
911,Normal People,Sally Rooney
912,Interview with the Vampire,Anne Rice
913,Being and Nothingness,Jean Paul Sartre
914,The Bean Trees,Barbara Kingsolver
915,The Reader,Bernhard Schlink
916,Riddle of the Sands,Erskine Childers
917,Master and Commander,Patrick O'Brian
918,Voss,Patrick White
919,Patriotic Gore,Edmund Wilson
920,Jefferson and His Time,Dumas Malone
921,Mother's Milk,Edward St Aubyn
922,Ironweed,William Kennedy
923,Rights of Man,Thomas Paine
924,House with the Blind Glass Windows,Herbj¿rg Wassmo
925,Simplicius Simplicissimus,Hans Jakob Christoffel von Grimmelshausen
926,The Moor's Last Sigh,Salman Rushdie
927,House with the Blind Glass Windows,Herbj¿rg Wassmo
928,Fugitive Pieces,Anne Michaels
929,The Unknown Soldier,VŠinš Linna
930,Hemsšborna,August Strindberg
931,Hyperion,Friedrich Holderlin
932,The Rise and Fall of the Third Reich,William L. Shirer
933,Rights of Man,Thomas Paine
934,Aus dem Leben eines Taugenichts,Joseph von Eichendorff
935,Simplicius Simplicissimus,Hans Jakob Christoffel von Grimmelshausen
936,The Tenant of Wildfell Hall,Anne Bront‘
937,The Alberta Trilogy,Cora Sandel
938,The Red Room,August Strindberg
939,The Christmas Oratorio,Gšran Tunstršm
940,Saturday Night and Sunday Morning,Alan Sillitoe
941,Andersonville,MacKinlay Kantor
942,The George Sand-Gustave Flaubert Letters,Gustave Flaubert
943,The Daughter of Time,Josephine Tey
944,Up in the Old Hotel,Joseph Mitchell
945,Cold Sassy Tree,Olive Ann Burns
946,The Ragged Trousered Philanthropists,Robert TressellPeter Miles
947,The Prince of Tides,Pat Conroy
948,Murder Must Advertise,Dorothy L Sayers
949,The Nose,Nikolai Gogol
950,The Murders in the Rue Morgue,Edgar Allan Poe
951,I  Robot,Isaac Asimov
952,Quotations from Chairman Mao,Mao
953,Them,Joyce Carol Oates
954,Tales of the South Pacific,James A. Michener
955,Ben-Hur,Lew Wallace
956,Suttree,Cormac McCarthy
957,Time and Again,Jack Finney
958,The Enchanted Wanderer,Nikolai Leskov
959,The Transit of Venus,Shirley Hazzard
960,Lost Horizon,James Hilton
961,V,Thomas Pynchon
962,On the Genealogy of Morality,Friedrich Nietzsche
963,Wilhelm Meister's Apprenticeship,Johann Wolfgang von Goethe
964,Common Ground,J. Anthony Lukas
965,The Song of Achilles,Madeline Miller
966,The Yearling,Marjorie Kinnan Rawlings
967,Lives of the Caesars,Suetonius
968,Mao II,Don DeLillo
969,Varieties of Disturbance: Stories,Lydia Davis
970,Howl and Other Poems,Allen Ginsberg
971,The Sirens of Titan,Kurt Vonnegut
972,Desert Solitaire,Edward Abbey
973,Tell Me a Riddle,Tillie Olsen
974,A Kiss Before Dying,Ira Levin
975,The Human Comedy,HonorŽ de Balzac
976,Homegoing,Yaa Gyasi
977,Everything Is Illuminated,Jonathan Safran Foer
978,The Children of Men,P. D. James
979,Good-Bye to All That,Robert Graves
980,Platform,Michel Houellebecq
981,1Q84,Haruki Murakami
982,Murder on the Orient Express,Agatha Christie
983,Brooklyn,Colm T—ib’n
984,The Snowy Day,Ezra Jack Keats
985,The Complete Poetry and Selected Prose of John Donne,John Donne
986,Parable of the Talents,Octavia E. Butler
987,Misery,Stephen King
988,Endgame,Samuel Beckett
989,Swallows and Amazons,Arthur Ransome
990,The Cat in the Hat,Dr. Seuss
991,The Fall of the House of Usher,Edgar Allan Poe
992,The Lusiad,Lu’s Vaz Cam›es
993,Confessions of a Mask,Yukio Mishima
994,The Sea of Fertility,Yukio Mishima
995,The Mysterious Affair at Styles,Agatha Christie
996,Long Day's Journey Into Night,Eugene O'Neill
997,The Pit and the Pendulum,Edgar Allan Poe
998,The Diary of a Nobody,George GrossmithWeedon Grossmith
999,The Recognitions,William Gaddis
1000,The Baron in the Trees,Italo Calvino
1001,Extinction,Thomas Bernhard
1002,A Fable,William Faulkner
1003,An Artist of the Floating World,Kazuo Ishiguro
1004,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson
1005,The Misanthrope,Molire
1006,Lost Children Archive,Valeria Luiselli
1007,City of Bohane,Kevin Barry
1008,The Women of Brewster Place,Gloria Naylor
1009,Dept. of Speculation,Jenny Offill
1010,The Dispossessed,Ursula K. Le Guin
1011,Asymmetry,Lisa Halliday
1012,Castle Rackrent,Maria Edgeworth
1013,The Seven Pillars of Wisdom,T. E. Lawrence
1014,Annie John,Jamaica Kincaid
1015,The Rise of Theodore Roosevelt,Edmund Morris
1016,Little House on the Prairie,Laura Ingalls Wilder
1017,Harvest,Jim Crace
1018,The New York Trilogy,Paul Auster
1019,A Sand County Almanac,Aldo Leopold
1020,The African Child,Camara Laye
1021,Small Is Beautiful: Economics as if People Mattered,E. F. Schumacher
1022,Watt,Samuel Beckett
1023,A Heartbreaking Work of Staggering Genius,Dave Eggers
1024,Gšdel  Escher  Bach,Douglas Hofstadter
1025,Roots,Alex Haley
1026,Carry On  Jeeves,P. G. Wodehouse
1027,Up from Slavery,Booker T. Washington
1028,The Frontier in American History,Frederick J. Turner
1029,Nature and Destiny of Man,Reinhold Niebuhr
1030,Tenth of December,George Saunders
1031,Little Fires Everywhere,Celeste Ng
1032,A Wild Sheep Chase,Haruki Murakami
1033,Bonjour Tristesse,Francoise Sagan
1034,Cider with Rosie,Laurie Lee
1035,Upanishads,Hindu scripture
1036,The Face of Battle,John Keegan
1037,True Grit,Charles Portis
1038,Earthly Powers,Anthony Burgess
1039,A Heart So White,Javier Mar’as
1040,Hedda Gabler,Henrik Ibsen
1041,Nervous Conditions,Tsitsi Dangarembga
1042,The Armies of the Night,Norman Mailer
1043,A Dry White Season, Andre Brink
1044,The Case of Comrade Tulayev,Victor Serge
1045,Passing,Nella Larsen
1046,Atomised,Michel Houellebecq
1047,Smilla's Sense of Snow: A Novel,Peter H¿eg
1048,Quicksand,Nella Larsen
1049,Burger's Daughter,Nadine Gordimer
1050,World's End,T. C. Boyle
1051,Smilla's Sense of Snow: A Novel,Peter H¿eg
1052,The Innocence of Father Brown,G. K. Chesterton
1053,The Journalist and the Murderer,Janet Malcolm
1054,Bring Up the Bodies: A Novel,Hilary Mantel
1055,The Man with the Golden Arm,Nelson Algren
1056,Professor Unrat,Heinrich Mann
1057,The Autobiography of Benjamin Franklin,Benjamin Franklin
1058,Fateless,Imre KertŽsz
1059,The Black Dahlia,James Ellroy
1060,Oryx and Crake,Margaret Atwood
1061,The Gnostic Gospels,Elaine Pagels
1062,Essays of E. B. White,E. B. White
1063,Correction,Thomas Bernhard
1064,The Road Less Travelled: A New Psychology of Love  Traditional Values and Spiritual Growth,M. Scott Peck
1065,The Old Devils,Kingsley Amis
1066,Independence Day,Richard Ford
1067,Michael Kohlhaas,Heinrich von Kleist
1068,The Sea,John Banville
1069,G.,John Berger
1070,In the Heart of the Sea,Nathaniel Philbrick
1071,Auto Da FŽ,Elias Canetti
1072,The Book of Laughter and Forgetting,Milan Kundera
1073,A Tale of Love and Darkness,Amos Oz
1074,How Late It Was  How Late,James Kelman
1075,The Gathering,Anne Enright
1076,How Late It Was  How Late,James Kelman
1077,In the Heart of the Sea,Nathaniel Philbrick
1078,The Old Devils,Kingsley Amis
1079,Jazz,Toni Morrison
1080,The Curious Incident of the Dog in the Night-time,Mark Haddon
1081,Letters to a Young Poet,Rainer Maria Rilke
1082,White Fang,Jack London
1083,Alcools,Guillaume Apollinaire
1084,I Am Legend,Richard Matheson
1085,Snow,Orhan Pamuk
1086,The Horse Whisperer,Nicholas Evans
1087,The Journal of Jules Renard,Jules Renard
1088,Kane and Abel,Jeffrey Archer
1089,Waiting to Exhale,Terry McMillan
1090,The Art of Fielding,Chad Harbach
1091,And the Band Played On,Randy Shilts
1092,Gimpel the Fool,Isaac B Singer
1093,Story of Ferdinand,Munro Leaf
1094,Homo Faber,Max Frisch
1095,Oranges are not the only Fruit,Jeanette Winterson
1096,Ballet Shoes,Noel Streatfeild
1097,A Town Like Alice,Nevil Shute
1098,The Swarm,Frank Schatzing
1099,Outliers,Malcolm Gladwell
1100,The Long Ships,Frans G. Bengtsson
1101,What I Loved,Siri Hustvedt
1102,Goodbye to Berlin,Christopher Isherwood
1103,Veronika Decides to Die,Paulo Coelho
1104,The Warlord of Mars,Edgar Rice Burroughs
1105,The Executioner's Song,Norman Mailer
1106,The Glass Menagerie,Tennessee Williams
1107,The Hero with a Thousand Faces,Joseph Campbell
1108,The Complete Poetry and Essential Prose of John Milton,John Milton
1109,Empire Falls,Richard Russo
1110,Parzival,Wolfram Eschenbach
1111,Poems,Paul Celan
1112,Far From the Tree: Parents  Children and the Search for Identity,Andrew Solomon
1113,A Gate at the Stairs,Lorrie Moore
1114,Brown Girl Dreaming,Jacqueline Woodson
1115,Robert Browning's Poetry,Robert Browning
1116,V for Vendetta,Alan Moore
1117,The Makioka Sisters,Junichiro Tanizaki
1118,Slouching Towards Bethlehem,Joan Didion
1119,Aunt Julia and the Scriptwriter,Mario Vargas Llosa
1120,Truman,David McCullough
1121,Citizen: An American Lyric,Claudia Rankine
1122,The Butcher Boy, Patrick McCabe
1123,Nectar in a Sieve,Kamala Markandaya
1124,Between the World and Me,Ta-Nehisi Coates
1125,The Bridge of San Luis Rey,Thornton Wilder
1126,The Buddha in the Attic,Julie Otsuka
1127,House Made of Dawn,N. Scott Momaday
1128,Let the Great World Spin: A Novel,Colum McCann
1129,The Night Circus,Erin Morgenstern
1130,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee
1131,The Art of Memory,Frances A. Yates
1132,The Colour of Magic,Terry Pratchett
1133,The Labyrinth of Solitude,Octavio Paz
1134,The Secret Diary of Adrian Mole Aged 13 3/4,Sue Townsend
1135,Hard Times: An Oral History of the Great Depression,Studs Terkel
1136,The Mambo Kings Play Songs of Love,Oscar Hijuelos
1137,Diary of a Madman and Other Stories,Xun Lu
1138,The Old Forest,Peter Taylor
1139,Swan Song,Robert R. McCammon
1140,Future Shock: The Third Wave,Alvin Toffler
1141,Dust Tracks on a Road: An Autobiography,Zora Neale Hurston
1142,Say Nothing,Patrick Radden Keefe
1143,Where I'm Calling From,Raymond Carver
1144,The Good Lord Bird: A Novel,James McBride
1145,Charming Billy,Alice McDermott
1146,She Stoops to Conquer,Oliver Goldsmith
1147,The Beautyful Ones are Not Yet Born,Ayi K. Armah
1148,Olive Kitteridge,Elizabeth Strout
1149,What Is Life?,Erwin Schršdinger
1150,Collected Poems,StŽphane MallarmŽ
1151,The Sleepwalkers,Hermann Broch
1152,The Feminine Mystique,Betty Friedan
1153,The Last Bouquet,Marjorie Bowen
1154,All the President's Men,Bob WoodwardCarl Bernstein
1155,Your Face Tomorrow: Poison  Shadow and Farewell,Javier Mar’as
1156,Sapiens: A Brief History of Humankind,Yuval Noah Harari
1157,Your Face Tomorrow: Fever and Spear,Javier Mar’as
1158,Your Face Tomorrow: Dance and dream,Javier Mar’as
1159,Good Omens,Terry PratchettNeil Gaiman
1160,Old Filth,Jane Gardam
1161,Cranford,Elizabeth Gaskell
1162,The Lorax,Dr. Seuss
1163,The Warden,Anthony Trollope
1164,Kitchen Confidential,Anthony Bourdain
1165,Melmoth The Wanderer,Charles Maturin
1166,Never Mind,Edward St Aubyn
1167,Down and Out in Paris and London,George Orwell
1168,At Last,Edward St Aubyn
1169,Bad News,Edward St Aubyn
1170,Some Hope,Edward St Aubyn
1171,Giants in the Earth,Ole Edvart Rolvaag
1172,Little House In The Big Woods,Laura Ingalls Wilder
1173,This Side of Paradise,F. Scott Fitzgerald
1174,A Series of Unfortunate Events #1: The Bad Beginning,Lemony Snicket
1175,Of Love and Shadows,Isabel Allende
1176,The Painted Bird,Jerzy Kosinski
1177,Zami: A New Spelling of My Name,Audre Lorde
1178,If Not Now  When?,Primo Levi
