Rank,Book_Title,Author
1065,Naked in Death (In Death  #1),J.D. Robb 
1066,Inkspell (Inkworld  #2),Cornelia Funke 
1067,The Decameron,Giovanni Boccaccio
1068,The Winter King (The Warlord Chronicles  #1),Bernard Cornwell 
1069,The Tale of Genji,Murasaki Shikibu
1070,Cujo,Stephen King 
1071,Hearts in Atlantis,Stephen King 
1072,City of Thieves,David Benioff
1073,The Selfish Gene,Richard Dawkins 
1074,Magic Bites (Kate Daniels  #1),Ilona Andrews 
1075,Guards! Guards! (Discworld  #8; City Watch  #1),Terry Pratchett
1076,The Choice,Nicholas Sparks 
1077,Harriet the Spy,Louise Fitzhugh
,_______,____ ____ _____ _____
1079,Garden Spells (Waverley Family  #1),Sarah Addison Allen 
1080,The Beekeeper's Apprentice (Mary Russell and Sherlock Holmes  #1),Laurie R. King 
1081,Fifty Shades Trilogy (Fifty Shades  #1-3),E.L. James 
1082,Destined for an Early Grave (Night Huntress  #4),Jeaniene Frost 
1083,On the Jellicoe Road,Melina Marchetta 
1084,9-Nov,Colleen Hoover 
1085,Mere Christianity,C.S. Lewis
,_______,____ ____ _____ _____
1087,Forever (The Wolves of Mercy Falls  #3),Maggie Stiefvater 
,_____,____ ____ _____ _____
1089,The Archon of Peace (Sovereign  #1),Juddy Anderson C. Punzalan 
1090,Hawaii,James A. Michener
1091,The Satanic Verses,Salman Rushdie
1092,The Evolution of Mara Dyer (Mara Dyer  #2),Michelle Hodkin 
1093,The Complete Anne of Green Gables (Anne of Green Gables  #1-8),L.M. Montgomery
1094,Nights in Rodanthe,Nicholas Sparks 
1095,Burned Out,Dean Mafako 
1096,Batman: The Dark Knight Returns,Frank Miller
1097,Brainwalker,Robyn Mundell 
1098,Exotic Neurotic,Kenneth Jarrett Singleton
1099,The Alchemyst (The Secrets of the Immortal Nicholas Flamel  #1),Michael Scott 
1100,The End of the Affair,Graham Greene
1101,Diary of a Wimpy Kid (Diary of a Wimpy Kid  #1),Jeff Kinney 
1102,The Quiet American,Graham Greene
1103,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle
1104,The Red Badge of Courage - Annotated [Enriched Classics],Stephen Crane
1105,Hopscotch,Julio Cort‡zar
1106,The Silver Linings Playbook,Matthew Quick 
1107,Starcrossed (Starcrossed  #1),Josephine Angelini 
1108,Black Like Me,John Howard Griffin
1109,Night World  No. 2 (Night World  #4-6),L.J. Smith 
1110,The Complete Fairy Tales,Hans Christian Andersen
1111,Big Little Lies,Liane Moriarty 
1112,White Teeth,Zadie Smith
1113,The Death of Ivan Ilych,Leo Tolstoy
1114,Tinker  Tailor  Soldier  Spy (George Smiley  #5; Karla Trilogy  #1),John le CarrŽ
1115,Kindred,Octavia E. Butler
1116,The Accidental Tourist,Anne Tyler 
1117,Sweet Evil (Sweet  #1),Wendy Higgins 
1118,Memoirs of Hadrian,Marguerite Yourcenar
1119,A Gentleman in Moscow,Amor Towles 
1120,Weaveworld,Clive Barker 
1121,The Glass Bead Game,Hermann Hesse
1122,Beach Read,Emily Henry 
1123,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah
1124,Inkdeath (Inkworld  #3),Cornelia Funke 
1125,The Sacred Well Murders,Susan  Rowland 
1126,Bastard Out of Carolina,Dorothy Allison
1127,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell
1128,The Four Agreements,Miguel Ruiz
1129,These Violent Delights (These Violent Delights  #1),Chloe Gong 
1130,Losing Hope (Hopeless  #2),Colleen Hoover 
1131,Wait for You (Wait for You  #1),J. Lynn
1132,Rant: An Oral Biography of Buster Casey,Chuck Palahniuk 
1133,Five Feet Apart,Rachael Lippincott 
1134,Metamorphoses,Ovid
1135,Hiroshima,John Hersey
1136,Effortless (Thoughtless  #2),S.C. Stephens 
1137,Love  Rosie,Cecelia Ahern
1138,The Cheat Code (Wisdom Revolution  #3),Misba 
1139,The Wishing Spell (The Land of Stories  #1),Chris Colfer
1140,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai
1141,The Gormenghast Novels (Gormenghast  #1-3),Mervyn Peake
1142,The Day of the Jackal,Frederick Forsyth
1143,Where the Sidewalk Ends,Shel Silverstein
1144,If You Give a Mouse a Cookie,Laura Joffe Numeroff 
1145,Harry Potter and the Cursed Child: Parts One and Two (Harry Potter  #8),J.K. Rowling
1146,The Three-Body Problem (Remembrance of EarthÕs Past  #1),Liu Cixin 
1147,Perdido Street Station (New Crobuzon  #1),China MiŽville 
1148,Old Yeller,Fred Gipson
1149,Stolen (Stolen  #1),Lucy Christopher 
1150,Zorba the Greek,Nikos Kazantzakis
1151,Cross My Heart and Hope to Spy (Gallagher Girls  #2),Ally Carter 
1152,The Sky Is Everywhere,Jandy Nelson 
1153,Dead Souls,Nikolai Gogol
1154,Station Eleven,Emily St. John Mandel 
1155,An Echo in the Bone (Outlander  #7),Diana Gabaldon 
1156,Elantris (Elantris  #1),Brandon Sanderson 
1157,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo
1158,The Deal (Off-Campus  #1),Elle Kennedy 
1159,Dolores Claiborne,Stephen King 
1160,Alexander and the Terrible  Horrible  No Good  Very Bad Day,Judith Viorst
1161,The Heart of Aleppo: A Story of the Syrian Civil War,Ammar Habib 
1162,Demons,Fyodor Dostoevsky
1163,Ragtime,E.L. Doctorow
1164,The Book of Disquiet: The Complete Edition,Fernando Pessoa
1165,Taming Flame,Therisa Peimer 
1166,The Princess Diaries (The Princess Diaries  #1),Meg Cabot 
1167,Villette,Charlotte Bront‘
1168,Love is the Answer  God is the Cure: A True Story of Abuse  Betrayal and Unconditional Love,Aimee Cabo Nikolov 
1169,The Miraculous Journey of Edward Tulane,Kate DiCamillo 
1170,The Serpent's Shadow (The Kane Chronicles  #3),Rick Riordan 
1171,Under the Never Sky (Under the Never Sky  #1),Veronica Rossi 
1172,The Virgins of Venice,Gina Buonaguro 
1173,Gilead (Gilead  #1),Marilynne Robinson
1174,The Blue Castle,L.M. Montgomery
1175,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle
1176,Endurance: Shackleton's Incredible Voyage,Alfred Lansing
1177,The French Lieutenant's Woman,John Fowles
1178,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed 
1179,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain 
1180,El Diablo,M.  Robinson
1181,What Is the What,Dave Eggers
1182,The Evening and the Morning (Kingsbridge  #0),Ken Follett 
1183,Just So Stories,Rudyard Kipling
1184,The Thief Lord,Cornelia Funke 
1185,The Spanish Love Deception (Spanish Love Deception  #1),Elena  Armas 
1186,Reaper Man (Discworld  #11; Death  #2),Terry Pratchett
1187,The Poppy War (The Poppy War  #1),R.F. Kuang 
1188,Beautiful Darkness (Caster Chronicles  #2),Kami Garcia 
1189,The Last Wish (The Witcher  #0.5),Andrzej Sapkowski
1190,The 100-Year-Old Man Who Climbed Out the Window and Disappeared (The Hundred-Year-Old Man  #1),Jonas Jonasson
1191,The Waste Lands (The Dark Tower  #3),Stephen King 
1192,Born at Midnight (Shadow Falls  #1),C.C. Hunter 
1193,Three Men in a Boat (Three Men  #1),Jerome K. Jerome
1194,Making Faces,Amy Harmon 
1195,Ham on Rye,Charles Bukowski
1196,Who Moved My Cheese?,Spencer Johnson
1197,Noughts & Crosses (Noughts & Crosses  #1),Malorie Blackman 
1198,Once Upon a Broken Heart (Once Upon a Broken Heart  #1),Stephanie Garber 
1199,Halo (Halo  #1),Alexandra Adornetto
1200,The Immortal Rules (Blood of Eden  #1),Julie Kagawa 
1201,The Diamond Age: Or  a Young Lady's Illustrated Primer,Neal Stephenson 
1202,Cat's Eye,Margaret Atwood 
1203,Haunted,Chuck Palahniuk 
1204,Paradox Effect: Time Travel and Purified DNA Merge to Halt the Collapse of Human Existence,Gabriel F.W. Koch 
1205,The Sandman  Vol. 1: Preludes & Nocturnes,Neil Gaiman 
1206,Something Borrowed (Darcy & Rachel  #1),Emily Giffin 
1207,Max (Maximum Ride  #5),James Patterson 
1208,Magenta,John Payton Foden 
1209,From Manchester to the Arctic,Sheena  Billett 
1210,The White Tiger,Aravind Adiga
1211,Skulduggery Pleasant (Skulduggery Pleasant  #1),Derek Landy
1212,Desert Outcast (Sovereign  #0.5),Juddy Anderson C. Punzalan 
1213,The Life and Opinions of Tristram Shandy  Gentleman,Laurence Sterne
1214,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 1,M˜ Xi_ng T—ng Xi
1215,Tell No One,Harlan Coben 
1216,Rich Dad  Poor Dad,Robert T. Kiyosaki
1217,An American Tragedy,Theodore Dreiser
1218,Old Man's War (Old Man's War  #1),John Scalzi 
1219,The House of the Scorpion (Matteo Alacran  #1),Nancy Farmer 
1220,River God (Ancient Egypt  #1),Wilbur Smith
1221,The Oldest Dance (Wisdom Revolution  #2),Misba 
1222,Rapture (Fallen  #4),Lauren Kate 
1223,The Great Alone,Kristin Hannah 
1224,If Tomorrow Comes (Tracy Whitney  #1),Sidney Sheldon
1225,The Sword of Summer (Magnus Chase and the Gods of Asgard  #1),Rick Riordan 
1226,The Epic of Gilgamesh,Anonymous
1227,The Forever War (The Forever War  #1),Joe Haldeman
1228,Monsters of Men (Chaos Walking  #3),Patrick Ness
1229,Punk 57,Penelope Douglas 
1230,Cheaper by the Dozen (Cheaper by the Dozen  #1),Frank B. Gilbreth Jr.
1231,I Am Legend,Richard Matheson
1232,Ink Exchange (Wicked Lovely  #2),Melissa Marr 
1233,Think and Grow Rich,Napoleon Hill
1234,Ruin and Rising (The Shadow and Bone Trilogy  #3),Leigh Bardugo 
1235,Glass Sword (Red Queen  #2),Victoria Aveyard 
1236,Fantastic Beasts and Where to Find Them,J.K. Rowling
1237,Extras (Uglies  #4),Scott Westerfeld 
1238,Darkness at Noon,Arthur Koestler
1239,The Dharma Bums,Jack Kerouac
1240,Labyrinths: Selected Stories & Other Writings,Jorge Luis Borges
1241,The Shadow Rising (The Wheel of Time  #4),Robert Jordan
1242,The Asset (Lance Spector  #1),Saul Herzog 
1243,The Art of Happiness,Dalai Lama XIV
1244,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer
1245,Malibu Rising,Taylor Jenkins Reid 
1246,Don't Judge a Girl by Her Cover (Gallagher Girls  #3),Ally Carter 
1247,The Painter's Apprentice (Venetian Artisans  #1),Laura Morelli 
1248,Iron Kissed (Mercy Thompson  #3),Patricia Briggs
1249,After Dark,Haruki Murakami
1250,The Diving Bell and the Butterfly,Jean-Dominique Bauby
1251,The Burning God (The Poppy War  #3),R.F. Kuang 
1252,The Sword of Shannara (The Original Shannara Trilogy  #1),Terry Brooks 
1253,The Winter of Our Discontent,John Steinbeck
1254,The Warded Man (The Demon Cycle  #1),Peter V. Brett 
1255,Contact,Carl Sagan
1256,The Ballad of Songbirds and Snakes (The Hunger Games  #0),Suzanne Collins
1257,The Fury / Dark Reunion (The Vampire Diaries  #3-4),L.J. Smith 
1258,Siege and Storm (The Shadow and Bone Trilogy  #2),Leigh Bardugo 
1259,The Great Hunt (The Wheel of Time #2),Robert Jordan
1260,Executive Orders (Jack Ryan  #8),Tom Clancy
1261,The Children of Hœrin,J.R.R. Tolkien
1262,Crossroads and the Himalayan Crystals (Crossroads  #1),C. Toni Graham 
1263,Can You Keep a Secret?,Sophie Kinsella 
1264,Imajica,Clive Barker 
1265,Hollow City (Miss Peregrine's Peculiar Children  #2),Ransom Riggs
1266,The New York Trilogy (New York Trilogy #1-3),Paul Auster
1267,Fathers and Sons,Ivan Turgenev
1268,AesopÕs Fables,Aesop
1269,The High Auction (Wisdom Revolution  #1),Misba 
1270,Days of Blood & Starlight (Daughter of Smoke & Bone  #2),Laini Taylor 
1271,Band of Brothers: E Company  506th Regiment  101st Airborne from Normandy to Hitler's Eagle's Nest,Stephen E. Ambrose
1272,The Surgeon (Rizzoli & Isles  #1),Tess Gerritsen 
1273,Freedom,Jonathan Franzen
1274,The Storyteller,Jodi Picoult 
1275,Loveless,Alice Oseman 
1276,People of the Book,Geraldine Brooks 
1277,The Book of Lost Things (The Book of Lost Things  #1),John Connolly 
1278,China Blues,Ki Longfellow 
1279,The Eyes of the Dragon,Stephen King 
1280,Just Kids,Patti Smith 
1281,The Cuckoo's Calling (Cormoran Strike  #1),Robert Galbraith
1282,The Wee Free Men (Discworld  #30; Tiffany Aching  #1),Terry Pratchett
1283,Power And Prediction: The Disruptive Economics of Artificial Intelligence,Ajay Agrawal
1284,Three Comrades,Erich Maria Remarque
1285,Boy's Life,Robert McCammon
1286,Rendezvous with Rama (Rama  #1),Arthur C. Clarke
1287,Tiger's Voyage (The Tiger Saga  #3),Colleen Houck 
1288,The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver 
1289,Life As We Knew It (Last Survivors  #1),Susan Beth Pfeffer
1290,The Prime of Miss Jean Brodie,Muriel Spark
1291,The Three Witches and the Master,Max Nowaz 
1292,Down and Out in Paris and London,George Orwell
1293,The Light Between Oceans,M.L. Stedman 
1294,The Sun Is Also a Star,Nicola Yoon 
1295,Flipped,Wendelin Van Draanen 
1296,Dodging Satan: My Irish/Italian  Sometimes Awesome  But Mostly Creepy  Childhood,Kathleen Zamboni McCormick 
1297,Centennial,James A. Michener
1298,The Book of Negroes,Lawrence Hill
1299,The V Girl: a Coming of Age Story,Mya Robarts
1300,Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman
1301,Survival in Auschwitz,Primo Levi
1302,Martin Eden,Jack London
1303,The Raven,Edgar Allan Poe
1304,Unparalleled,D.S.   Smith 
1305,Pedro P‡ramo,Juan Rulfo
1306,A Good Man Is Hard to Find and Other Stories,Flannery O'Connor
1307,The Alchemy Fire Murder: a Mary Wandwalker Mystery,Susan  Rowland 
1308,Bird by Bird,Anne Lamott 
1309,The Dead Girls' Dance (The Morganville Vampires  #2),Rachel Caine
1310,Burned (Burned  #1),Ellen Hopkins 
1311,Quantum Roots (Quantum Roots  #1),Kyle Keyes 
1312,Lullaby,Chuck Palahniuk 
1313,Pawn of Prophecy (The Belgariad  #1),David Eddings
1314,Children of Time (Children of Time  #1),Adrian Tchaikovsky 
1315,Impulse (Impulse  #1),Ellen Hopkins 
1316,The Painted Bird,Jerzy Kosi_ski
1317,A Voice in the Wind (Mark of the Lion  #1),Francine Rivers 
1318,Oathbringer (The Stormlight Archive  #3),Brandon Sanderson 
1319,Take Command: Find Your Inner Strength  Build Enduring Relationships  and Live the Life You Want (Dale Carnegie Books),Joe   Hart 
1320,Pope Joan,Donna Woolfolk Cross 
1321,Shrines of Gaiety,Kate Atkinson
1322,Crash,J.G. Ballard
1323,As You Like It,William Shakespeare
1324,Pachinko,Min Jin Lee
1325,The Pandarus File,Kyle Keyes 
1326,The Traitor's Emblem,Juan G—mez-Jurado 
1327,Killing Floor (Jack Reacher #1),Lee Child 
1328,Among the Hidden (Shadow Children  #1),Margaret Peterson Haddix
1329,Salt to the Sea,Ruta Sepetys 
1330,The Romantic,William  Boyd
1331,1984,George Orwell
1332,My Brilliant Friend (The Neapolitan Novels  #1),Elena Ferrante
1333,The Blue Sword (Damar  #1),Robin McKinley
1334,The Mayor of Casterbridge,Thomas Hardy
1335,Real (Real  #1),Katy Evans 
1336,Pushing the Limits (Pushing the Limits  #1),Katie McGarry 
1337,The Casual Vacancy,J.K. Rowling
1338,The Emperor (The Emperor  the Son and the Thief  #1),Robert         Reid 
1339,Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi
1340,A Court of Thorns and Roses (A Court of Thorns and Roses  #1),Sarah J. Maas 
1341,The Awakening: Fate in Motion,Suzanne Boisvert 
1342,Heartstopper: Volume Four (Heartstopper  #4),Alice Oseman 
1343,U.S. Constitution (Saddlewire) (Books of American Wisdom),Founding Fathers
1344,Gabriel's Rapture (Gabriel's Inferno  #2),Sylvain Reynard 
1345,Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1),Judi Barrett
1346,Daughter of Fortune,Isabel Allende 
1347,The Ask and the Answer (Chaos Walking  #2),Patrick Ness
1348,Long Walk to Freedom,Nelson Mandela
1349,The Sign of Four (Sherlock Holmes  #2),Arthur Conan Doyle
1350,Need (Need  #1),Carrie Jones 
1351,Wolf Hall (Thomas Cromwell  #1),Hilary Mantel
1352,Off the Grid (Joe Pickett  #16),C.J. Box
1353,Dear Barack: The Extraordinary Partnership of Barack Obama and Angela Merkel,Claudia   Clark 
1354,Wintergirls,Laurie Halse Anderson 
1355,Even Cowgirls Get the Blues,Tom Robbins
1356,Hello Beautiful,Ann Napolitano 
1357,Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel  #1-3),Elizabeth Chandler
1358,Midwives,Chris Bohjalian 
1359,The Manufactured Identity (Manufactured Identity  #1),Heath Sommer 
1360,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan
1361,The Sum of All Fears (Jack Ryan  #6),Tom Clancy
1362,The Gathering Storm (The Wheel of Time  #12),Robert Jordan
1363,Wallbanger (Cocktail  #1),Alice Clayton 
1364,The Venice Sketchbook,Rhys Bowen 
1365,A Storm of Swords 2: Blood and Gold (A Song of Ice and Fire  #3  Part 2 of 2),George R.R. Martin
1366,American Pastoral,Philip Roth
1367,The Third Policeman,Flann O'Brien
1368,Crossed (Matched  #2),Ally Condie 
1369,The Scorpio Races,Maggie Stiefvater 
1370,The Tattooist of Auschwitz (The Tattooist of Auschwitz  #1),Heather   Morris 
1371,All Things Bright and Beautiful (All Creatures Great and Small  #3-4),James Herriot
1372,Diplomats & Admirals: From Failed Negotiations and Tragic Misjudgments to Powerful Leaders and Heroic Deeds  the Untold Story of the Pacific War from Pearl Harbor to Midway,Dale A. Jenkins 
1373,Pompeii: A Novel,Robert   Harris 
1374,Silent Spring,Rachel Carson
1375,The Rosie Project (Don Tillman  #1),Graeme Simsion 
1376,Toe to Toe (Nonie Broussard Ghost Tracker Series),Deborah Leblanc 
1377,Shadow of Night (All Souls  #2),Deborah Harkness 
1378,Only the Good Spy Young (Gallagher Girls  #4),Ally Carter 
1379,Win (Windsor Horne Lockwood III  #1),Harlan Coben 
1380,This is How You Lose the Time War,Amal El-Mohtar 
1381,The Hawthorne Legacy (The Inheritance Games  #2),Jennifer Lynn Barnes 
1382,The Brothers K,David James Duncan
1383,Oil and Marble,Stephanie Storey 
1384,Marry Christmas,Linda Phillips
1385,Women,Charles Bukowski
1386,Half of a Yellow Sun,Chimamanda Ngozi Adichie
1387,Americanah,Chimamanda Ngozi Adichie
1388,The Heir (The Selection  #4),Kiera Cass 
1389,The Ballad of Never After (Once Upon a Broken Heart  #2),Stephanie Garber 
1390,Strange the Dreamer (Strange the Dreamer  #1),Laini Taylor 
1391,The Iron Knight (The Iron Fey  #4),Julie Kagawa 
1392,The Opportunist (Love Me with Lies  #1),Tarryn Fisher 
1393,Seasonable Doubt,Robin      James 
1394,Narcissus and Goldmund,Hermann Hesse
1395,Les Liaisons dangereuses,Pierre Choderlos de Laclos
1396,Entwined with You (Crossfire  #3),Sylvia Day 
1397,The Starless Sea,Erin Morgenstern 
1398,Renegades (Renegades  #1),Marissa Meyer 
1399,Royal Assassin (Farseer Trilogy  #2),Robin Hobb 
1400,The Namatjira Connection (Genevieve Lenard #16),Estelle Ryan 
1401,The Crystal Cave (Arthurian Saga  #1),Mary  Stewart
1402,Born a Crime: Stories From a South African Childhood,Trevor Noah
1403,Everything I Never Told You,Celeste Ng 
1404,The Lady of the Tower (The Lydiard Chronicles  #1),Elizabeth St. John 
1405,The Raven and the Nine (The Viking Blood and Blade Saga #6),Peter  Gibbons 
1406,Vampire Academy Collection (Vampire Academy  #1-3),Richelle Mead 
1407,Lost Identity (Remmich/Miller  #1),Karl Braungart 
1408,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear 
1409,The Alaska Job (Case Lee  #12),Vince Milam 
1410,The Marriage Portrait,Maggie O'Farrell 
1411,The Survival Rule (A Rain City Legal Thriller  Book 3),Stephen Penner 
1412,The Whalebone Theatre,Joanna   Quinn 
1413,The Power and the Glory,Graham Greene
1414,Ahab's Wife  or The Star-Gazer,Sena Jeter Naslund
1415,Doomsday Book (Oxford Time Travel  #1),Connie Willis
1416,Piranesi,Susanna Clarke
1417,A Fire Upon the Deep (Zones of Thought  #1),Vernor Vinge
1418,Beartown (Beartown  #1),Fredrik Backman 
1419,Honor and Polygamy,Omar Farhad 
1420,Hunger,Knut Hamsun
1421,The Invisible Man,H.G. Wells
1422,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Flora Rheta Schreiber
1423,Dark Matter,Blake Crouch 
1424,America's Daughter (Dancing Soul Trilogy  #2),Maria Nhambu 
1425,Hunt Them Down (Pierce Hunt  #1),Simon Gervais 
1426,Complicate Me (The Good Ol' Boys  #1),M.  Robinson
1427,The Night Tiger,Yangsze Choo 
1428,The Silence of the Girls (Women of Troy  #1),Pat Barker
1429,Legendary (Caraval  #2),Stephanie Garber 
1430,Dark State (Jason Trapp #1),Jack     Slater 
1431,The Southern Lawyer (Joe Hennessy Legal Thriller #1),Peter O'Mahoney 
1432,The Heart Is a Lonely Hunter,Carson McCullers
1433,Eragon  Eldest & Brisingr (Inheritance  #1-3),Christopher Paolini 
1434,Deep Sleep (Devin Gray  #1),Steven Konkoly 
1435,Kiss the Girls (Alex Cross  #2),James Patterson 
1436,Lady  in Waiting (The Tudor Court #3),Karen Heenan 
1437,North and South (North and South  #1),John Jakes
1438,Dragonflight (Dragonriders of Pern  #1),Anne McCaffrey
1439,Warm Bodies (Warm Bodies  #1),Isaac Marion 
1440,Never,Ken Follett 
1441,Firefly Lane (Firefly Lane  #1),Kristin Hannah 
1442,Yertle the Turtle and Other Stories,Dr. Seuss
1443,The Moonstone,Wilkie Collins
1444,Adhaata Asao's Liege,Afroz  Alam 
1445,Four: A Divergent Story Collection (Divergent  #0.1-0.4),Veronica Roth 
1446,Move to Millions: The Proven Framework to Become a Million Dollar CEO with Grace & Ease Instead of Hustle & Grind,Darnyelle Jervey Harmon 
1447,A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman
1448,The Fifth Season (The Broken Earth  #1),N.K. Jemisin 
1449,A Suitable Boy (A Bridge of Leaves  #1),Vikram Seth
1450,The Hating Game,Sally  Thorne 
1451,Fire Prayers: Building Arsenals That Destroy Satanic Kingdoms,John Ramirez 
1452,Angels' Blood (Guild Hunter  #1),Nalini Singh 
1453,Lola and the Boy Next Door (Anna and the French Kiss  #2),Stephanie Perkins 
1454,Steve Jobs,Walter Isaacson 
1455,The Eight (The Eight  #1),Katherine Neville
1456,Richard III,William Shakespeare
1457,Search and Destroy (A Tom Rollins Thriller Book 10),Paul Heatley 
1458,The Beach,Alex Garland
1459,Radio Silence,Alice Oseman 
1460,Magic Bleeds (Kate Daniels  #4),Ilona Andrews 
1461,The Man Without A Face (Peter Black #2),David Archer
1462,Inside Out & Back Again,Thanhhˆ L_i 
1463,Bully (Fall Away  #1),Penelope Douglas 
1464,Fang (Maximum Ride  #6),James Patterson 
1465,Less Than Zero,Bret Easton Ellis
1466,Blood Bound (Mercy Thompson  #2),Patricia Briggs
1467,The Young Elites (The Young Elites  #1),Marie Lu 
1468,Grendel,John Gardner
1469,Mrs. Frisby and the Rats of NIMH (Rats of NIMH  #1),Robert C. O'Brien
1470,Die for Me (Revenants  #1),Amy Plum 
1471,Masquerade (Blue Bloods  #2),Melissa de la Cruz 
1472,Open Season (Breed Thriller  #2),Cameron Curtis
1473,A Wind in the Door (Time Quintet  #2),Madeleine L'Engle
1474,The Language of Flowers,Vanessa Diffenbaugh 
1475,The Nowhere Man (Orphan X  #2),Gregg Andrew Hurwitz 
1476,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles
1477,No Plan B (Jack Reacher  #27),Lee Child 
1478,The Magicians' Guild (Black Magician Trilogy  #1),Trudi Canavan
1479,Bone Crossed (Mercy Thompson  #4),Patricia Briggs
1480,Quidditch Through the Ages,J.K. Rowling
1481,Tomorrow  When the War Began (Tomorrow  #1),John Marsden
1482,The Wrath and the Dawn (The Wrath and the Dawn  #1),RenŽe Ahdieh 
1483,Christine,Stephen King 
1484,Gathering Blue (The Giver  #2),Lois Lowry 
1485,Medea,Euripides
1486,Night World  No. 3 (Night World  #7-9),L.J. Smith 
1487,Uprooted,Naomi Novik 
1488,"My Story: ""A Child Called It""  ""The Lost Boy""  ""A Man Named Dave""",Dave Pelzer 
1489,For the Love of Armin,Michael G. Kramer 
1490,Sons and Lovers,D.H. Lawrence
1491,The Boy Who Sneaks in My Bedroom Window (The Boy Who Sneaks in My Bedroom Window  #1),Kirsty Moseley 
1492,Animal  Vegetable  Miracle: A Year of Food Life,Barbara Kingsolver
1493,The Last Guardian (Clayton White #3),Simon Gervais 
1494,Lover Unleashed (Black Dagger Brotherhood  #9),J.R. Ward 
1495,Savage Grounds (Dalton Savage #1),L.T. Ryan 
1496,Second Son (Second Son Chronicles #1),Pamela   Taylor 
1497,National Security (Jericho Quinn  #1),Marc Cameron 
1498,Girl in Pieces,Kathleen Glasgow 
1499,Out of Africa,Isak Dinesen
1500,The Sunne in Splendour,Sharon Kay Penman
1501,Matterhorn,Karl Marlantes
1502,Burning Evidence: A Legal Thriller filled with Gripping Courtroom Drama (Small Town Lawyer Book 4),Peter Kirkland
1503,Archibald Finch and the Lost Witches (Archibald Finch #1),Michel Guyon 
1504,Red Storm Rising,Tom Clancy
1505,The School for Good and Evil (The School for Good and Evil  #1),Soman Chainani 
1506,The Source,James A. Michener
1507,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren
1508,Master of the Game,Sidney Sheldon
1509,Crossing the Seas: A Diary of My Thoughts,Yuehai Xiao
1510,A Court of Wings and Ruin (A Court of Thorns and Roses  #3),Sarah J. Maas 
1511,The Alexandria Quartet  (The Alexandria Quartet  #1-4),Lawrence Durrell
1512,The Complete Stories,Flannery O'Connor
1513,The Reptile Room (A Series of Unfortunate Events  #2),Lemony Snicket 
1514,The Demon King (Seven Realms  #1),Cinda Williams Chima 
1515,Succubus Blues (Georgina Kincaid  #1),Richelle Mead 
1516,The Final Warning (Maximum Ride  #4),James Patterson 
1517,Dislocated (Mad Mick #10),Franklin Horton
1518,Ana Rocha: Shadows of Justice,Ammar Habib 
1519,The Past (VanWest  #1),Kenneth   Thomas
1520,Oath of Loyalty (Mitch Rapp  #21),Kyle Mills 
1521,Thinking  Fast and Slow,Daniel Kahneman
1522,Forty-Ninth,Boris Pronsky 
1523,The Last Run (Peter Black #6),David Archer
1524,The Demigod Files,Rick Riordan 
1525,The Kill Order (The Maze Runner  #0.4),James Dashner 
1526,The High Lord (Black Magician Trilogy  #3),Trudi Canavan
1527,Silk Road (Epic Adventure  #1),Colin Falconer 
1528,Swift Judgment (Nate Shepherd  #7),Michael  Stagg 
1529,Night Owl (Trasker #1),Andrew Mayne 
1530,Chasing the Dragon: BY NEW BLOOD DAGGER AND SCOTTISH CRIME DEBUT SHORTLISTED AUTHOR (Betancourt Mystery Series Book 2),Mark Wightman
1531,Child 44 (Leo Demidov  #1),Tom Rob Smith
1532,A Day of Reckoning,Matthew Harffy 
1533,SmaragdgrŸn (Edelstein-Trilogie  #3),Kerstin Gier
1534,Lirael (Abhorsen  #2),Garth Nix 
1535,My Name Is Red,Orhan Pamuk
1536,Quicker (Ell Donsaii  #1),Laurence E. Dahners 
1537,Insomnia,Stephen King 
1538,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid 
1539,PortnoyÕs Complaint,Philip Roth
1540,Captive in the Dark (The Dark Duet  #1),C.J. Roberts 
1541,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins
